Cell,X,Y
Cell598113,-10267.520854341226,-8294.28740692587
Cell598114,13903.975347604262,2864.8217396484224
Cell598633,-3369.532952866913,-6960.449177758435
Cell598647,596.3809840108738,9153.097467090241
Cell598767,12163.819536858038,-15671.790637917553
Cell598812,19096.294203707523,-13139.43993514074
Cell598868,-3603.8358316219224,8118.342706935106
Cell599160,-8319.03073346053,-10134.563790728145
Cell599353,-13273.818645410349,5641.552992791269
Cell599367,-1724.7294177871295,-14215.491628684007
Cell599538,-7084.6035706300745,10410.546551881587
Cell599569,-3308.3813164467165,4523.588157268719
Cell599851,-12944.225062157158,10069.008156517411
Cell599890,8598.19874218762,-16762.78205355329
Cell599999,6456.133388180632,962.8929525688322
Cell600029,5143.636160104959,16183.584660019314
Cell600158,11909.485029803647,-14086.398203545925
Cell600188,2833.1983446517434,38271.39545898315
Cell600361,8046.448714887344,-4077.0971996981075
Cell600611,5711.545464252609,2325.8485380479797
Cell600951,3449.18415485115,38398.90948346335
Cell601064,-12365.9534680038,9337.212485675802
Cell601638,-10747.691626010168,-8784.611627541904
Cell601970,-1185.7848435778376,-7646.337602050631
Cell602278,19944.76608443459,-12548.993187313106
Cell602414,16561.09058277224,-1750.255465792659
Cell603382,-7350.741299432757,10777.739769089843
Cell603569,-12577.535158151213,-4882.434448055464
Cell603736,-6746.001018083794,10258.256977037485
Cell603891,3583.645192584909,-3899.010951148533
Cell604043,14697.564741005375,2775.369384511726
Cell604087,8340.98285683348,38885.12864099838
Cell604111,1817.8588694839004,19601.830742476708
Cell604286,24922.7295861389,-7544.966878771043
Cell604490,7802.896718313486,-12713.768842291725
Cell604549,12232.109179512228,-13800.73745133428
Cell604685,13194.266221107018,-13220.884570466955
Cell604843,-421.28660813883994,35108.94715194508
Cell605795,12005.954840126748,-9651.377204815677
Cell605915,24221.585255742535,-10092.276088643632
Cell605975,-8548.304984876715,-3022.1685551995765
Cell606161,-2321.3445407195945,-7409.37587158391
Cell606185,6164.127021494849,-10046.308000318755
Cell606360,-943.9844370765226,28054.0701677627
Cell606371,25945.73564359236,-8171.1592479690025
Cell606416,-1209.0250889331458,26887.259892372833
Cell606549,13379.485350980029,-15927.799330702277
Cell607102,-7776.479730990594,-6713.340207873291
Cell607183,15022.350180659629,1398.3241013178397
Cell607318,8621.32507356323,-8417.637695290918
Cell607360,14085.869610694559,-12342.450874360611
Cell607401,-11541.594433557002,-3814.570628372614
Cell607754,13945.635892769582,-13705.121098024878
Cell607973,-15799.304624010376,4039.359433258138
Cell608183,9932.763057537231,35692.88124354548
Cell608316,-5200.025236245491,-3516.2212823049017
Cell609052,803.1298371563131,7511.874324431889
Cell609374,20992.190895667904,-13802.115525483861
Cell609403,1837.21193154267,-8877.80516337694
Cell609486,-6488.039129380795,-8861.319621100836
Cell609761,-13552.216828822211,5731.264819760248
Cell610097,-13577.639254424692,-5000.088653304256
Cell610540,20718.620976923325,-4824.259413495985
Cell610550,22793.857651835126,-11934.152832419893
Cell610579,20150.60146963628,-13624.613240170529
Cell610647,-7191.076103780471,19928.82483049457
Cell610862,-4096.843370676656,23893.622895695014
Cell611069,14249.645639512453,-15292.884032541064
Cell611128,15191.486415710231,1768.9984383857575
Cell611211,5618.684767795335,3939.5482892154723
Cell611247,5993.338760404274,5603.882551826047
Cell611588,-9320.540772121925,-6057.103612497653
Cell611896,-3181.6612370762377,-11122.250348404665
Cell612523,11450.926761113393,-2896.0844953512183
Cell612620,12982.403246751808,-15021.72294878047
Cell612841,5887.803950234307,3469.0446614080192
Cell613444,416.64393311671466,-5953.936302481282
Cell613581,7995.438520049268,-13341.464729001289
Cell613841,5407.175451703543,-11688.83229436311
Cell614193,7836.015027262171,-12460.803636247902
Cell614503,4532.920043634791,19014.85643780573
Cell615143,-70.41327654186972,27705.4746293072
Cell615655,-8567.66763960416,-3141.409117849513
Cell615966,8402.945918403326,37710.98359773396
Cell616281,-6394.066690550961,-6337.505008392162
Cell616457,-61.83668184349045,-14653.086743050508
Cell616535,-12209.131805547411,-3432.820324103975
Cell616801,-9748.132078068184,-5700.187564876493
Cell617601,5451.220437577575,38826.10978538501
Cell617686,25180.637491262503,-9043.004376375424
Cell617746,-13730.183158638856,-2919.120546737323
Cell618309,13493.989448842889,-15017.697710474851
Cell618350,9776.961947710142,-11430.779097968196
Cell618412,-10589.419269051707,4542.949330891685
Cell618705,2332.2311373087923,5075.1290703504865
Cell618747,19119.36915913631,-13525.833674690564
Cell618905,-11758.307747497189,-3207.729528521212
Cell619131,13625.99127680195,-4320.998863369123
Cell619398,-2450.3323727976863,-10448.237854951767
Cell619862,-13767.490419582786,2007.4049086810185
Cell620049,-3753.3050343836962,2584.4557312989564
Cell620351,-1665.3501182220675,12079.558800862738
Cell620487,-14036.30614160838,-2743.8311619479705
Cell620548,8974.976641918513,-8931.825051442684
Cell621029,1220.8261388104988,-2314.0432763765657
Cell621120,-10177.393885381216,-9136.459484130544
Cell621266,-6182.144480074855,21557.894266595966
Cell621298,4218.9541347229915,-4633.012822433337
Cell621501,19221.877162898458,-4958.480179790079
Cell621681,-11413.76863608433,-7083.788475768228
Cell622016,12735.69647247781,-13080.073990195036
Cell622170,8324.45759599018,-13351.408772512183
Cell622476,6745.208486500737,-11374.555296763607
Cell622717,-2313.336271955152,-3563.39966590137
Cell622838,-3438.346562345628,-5482.240306085682
Cell622977,-973.1955102122461,32853.98375665885
Cell623166,11309.174572527834,-5744.158039492923
Cell623178,-1985.935525653265,-6111.236629595528
Cell623303,-13763.748764871601,-4096.055776435534
Cell624168,24494.57843187368,-10016.748012341777
Cell624600,13749.766540721721,-16779.495284618086
Cell624713,2871.57673089477,19475.363090896873
Cell624937,14557.0527119306,-1601.0739948875262
Cell625333,-2387.623191466638,26208.223979203605
Cell625485,-929.3263336914397,-10413.876294396661
Cell625711,3784.2473290231133,6427.550851273214
Cell625802,8803.476564480317,1173.5070815083313
Cell625854,-9473.588665239424,-1613.6890288639615
Cell626335,17547.892656633052,1891.396269169353
Cell626667,-31.585035287687596,5765.929064722098
Cell627235,-1905.2926617313258,29994.297474160307
Cell627476,23679.043394097294,-6454.005484899501
Cell627553,3175.6189378702306,7379.090206862342
Cell627662,2065.1350388276833,-16049.72589412323
Cell628136,-6726.983023473803,9742.656214884188
Cell628932,4205.1692824799475,-14067.147573898874
Cell629229,13694.774685199103,-15390.271306329341
Cell629248,9354.451573160233,663.0144211873201
Cell629715,-4406.628565447893,12548.52590399596
Cell630571,-435.9213514973951,-13430.173217257061
Cell630645,8424.407526871844,-11108.236257035045
Cell630963,22528.972104705816,-12829.484028229153
Cell631415,-12659.765813236028,10408.1345489346
Cell631483,-2514.6327336380455,-11788.395133708775
Cell632262,-892.7124203273653,33872.886811099896
Cell632476,-12947.548964735366,3574.654999316909
Cell633243,-2550.179851848702,25673.96883651654
Cell633378,8241.5786079986,-13215.629089077014
Cell633838,-5457.081417182745,-7836.599231600009
Cell633916,-14556.765775044227,2191.146811794678
Cell634077,-1519.2447529593587,13165.703390410521
Cell634195,12314.857571442102,-13474.028163588555
Cell634338,12654.006541888619,-14466.900360982543
Cell634464,4336.502107879063,-12141.817885812532
Cell634754,25543.311953140616,-7478.336895484877
Cell635340,-4228.221206647484,7949.302634363832
Cell635917,-5754.170327102179,-8511.609437822177
Cell636099,9672.355540414075,36380.685732560945
Cell636301,3242.4967925230335,38092.91851607269
Cell636559,14263.672693703504,-14881.269518190986
Cell636818,1326.1162929995455,30295.254180894008
Cell636957,-9809.803699808914,-3994.7889620138426
Cell637243,2111.5670407493762,-14441.234854389704
Cell637407,8904.361784151213,-14955.555410143459
Cell637813,7296.051523090687,-16115.235880474847
Cell638179,-845.9272473297103,-12151.427725929581
Cell638181,17534.06214153548,-4317.691111703465
Cell638294,-2431.466555082809,-14539.94323706027
Cell639506,15586.620515332404,1901.1666140521902
Cell639560,8372.86543020394,38410.277251267325
Cell639633,-1993.5754279355558,-2151.9412061466232
Cell639826,19848.417796451475,-12197.258548878513
Cell639837,2283.6235291370285,-6580.664889342909
Cell640293,8464.569841218376,3403.0809345461034
Cell640454,-785.6762957106188,34575.98695887365
Cell640527,22836.362326088423,-13470.933214500552
Cell641070,-15041.529775508665,772.8968104261666
Cell641648,10884.886754887742,-14593.281333905787
Cell641745,5255.301819453549,-3866.4905840162164
Cell641818,-9467.879211752534,-8677.359134161627
Cell641894,-6103.335936891086,-7180.572552449914
Cell641926,5853.284014755763,3739.8581202990517
Cell642252,780.7655480677137,-9918.739586792597
Cell642611,13788.53159752402,6690.230216768902
Cell642674,-9800.2008182243,-1692.4673123592838
Cell642904,-14971.88094060975,-1791.238970558657
Cell643506,-7000.387134649249,-10740.946542854033
Cell643624,12071.436892494095,9468.72291271049
Cell643688,9310.672828547595,-16541.951885551545
Cell644167,9195.001101019443,-15100.029499529788
Cell644357,-13361.311027056778,1443.6139618382213
Cell644895,-6234.789736787187,7861.861683934315
Cell645614,-6988.012590893906,-7678.53176361397
Cell645618,-934.5931387326664,-12713.075675940952
Cell645687,-13835.009936314524,2978.3582644974454
Cell645964,15663.08639819465,-3061.3250640655
Cell646670,12943.49708552313,-16663.593228713824
Cell646780,-9051.97948249715,-7228.246447726255
Cell646816,-1593.9687364773301,26476.32141096654
Cell647599,-12580.672917033831,-569.1134240687544
Cell647622,-13459.672781782525,3007.0595240019998
Cell647680,17241.331886733475,1112.2292411103037
Cell647745,9288.816305396522,792.6400633623177
Cell647884,-389.9351910512944,-5984.882872925829
Cell648312,2913.2539318199897,-3572.7720514910393
Cell648370,-8937.13211107429,-9228.473395313087
Cell648429,9202.42505662831,-13726.75749023471
Cell648579,16736.24260915629,-10177.984630072464
Cell648607,5469.690245287287,-10980.677906327015
Cell648617,-8230.45890287932,-2391.6577450559203
Cell648943,12582.275166035102,-7526.659037670128
Cell649500,3439.951215007101,36640.540942214
Cell649855,-6494.751226711665,-10034.11718340392
Cell649873,-14165.185736009824,1597.0184723701775
Cell650010,-9615.692191448052,-7742.771540532654
Cell650685,6720.5531738253785,-15907.363106744764
Cell650743,-8943.366549578237,13297.3518137799
Cell650984,7791.958428880416,-14656.39172384932
Cell651092,-1852.3364340399744,27134.983689916597
Cell651098,-8908.426870825295,-5481.817446302846
Cell651508,9398.355280134112,35546.34222413838
Cell651655,18730.451559004294,-11586.10509869446
Cell652075,-1905.6912279732696,31885.813122396266
Cell652312,17961.142891264015,-11337.847791102047
Cell652493,2234.965484999875,-9772.928654565105
Cell652797,12128.528232211274,-10154.570535830242
Cell652886,-10019.695079991798,-5614.176845309557
Cell652959,9635.010994817972,35094.860074904835
Cell653001,8134.574972241997,-7829.397709858041
Cell654037,1176.5137453753896,-7379.589255113175
Cell654088,3723.243278547147,36915.350418238486
Cell654419,2459.3875770633504,20584.958347334537
Cell654687,-5905.106808506038,-8261.069838344976
Cell654733,-5130.3649905504635,-12202.452797106242
Cell655202,9147.934128677953,1178.8602127140325
Cell655266,-1567.4167531744483,-11127.604756005376
Cell655354,16680.006232897536,2662.086952802888
Cell655448,-12597.552791018194,-5430.294275526068
Cell655649,-11263.20834670974,14277.935927466126
Cell655808,9813.84845617725,36083.21035402057
Cell655874,9188.330149370911,1233.6440799779414
Cell655923,14914.192886403654,-10689.508926344302
Cell656150,8244.671491507468,38457.16134570637
Cell656303,220.5520470663308,-9623.158965916295
Cell656842,462.31346311096075,35627.782548791234
Cell656938,-7319.410355070761,3357.8488588321393
Cell657156,-11161.270269606668,-7672.574805838733
Cell657172,13191.95636461311,-3741.7650132817075
Cell657334,6961.515857591364,-12495.390848768844
Cell657954,-9321.979618820447,-1721.8168073750287
Cell658003,-1109.009383950441,-6507.58275425987
Cell658056,-14565.593526357334,7755.505334979154
Cell658391,-13008.045771856194,1551.0434185143229
Cell658437,264.0426667296855,-7354.490945921831
Cell658666,-2894.7041971957037,-5694.54095386936
Cell658711,24118.557304077214,-6869.078214003116
Cell659094,2523.7698244603375,-6577.42885886519
Cell659397,14018.611708198749,-13460.768346807356
Cell659443,-12530.899158970733,-4383.9927897656125
Cell660138,6959.803661370723,-10577.776557739488
Cell660488,-6386.93058127466,-7255.795117835891
Cell660548,9126.481500984823,37893.311489918306
Cell661183,12870.110274938752,-15949.693125143278
Cell661881,-12764.778830838626,8768.826675464234
Cell662118,-7595.281275089758,10015.709734485286
Cell662243,-5465.4869163392505,7811.654180783466
Cell662876,-8408.62381150467,-4307.690261512208
Cell663159,-6159.723892356533,21209.361406110558
Cell663182,1571.5657710378566,-5932.954630718268
Cell663845,5946.494787677954,-11233.95685090705
Cell664462,5915.2836614707785,5228.928307684739
Cell664836,15669.074151853678,-9302.66015034062
Cell665054,-11236.808770925696,-2054.211781144819
Cell665203,-1136.9443105759974,-2764.9594548796363
Cell666195,510.9608075813998,-4106.83173527958
Cell666217,-12621.261842554572,-3788.2108640303927
Cell666418,8483.655681646238,-11008.875035547842
Cell666428,-3589.399104162913,-7337.65458831558
Cell666541,21175.334703286302,-5004.801187354552
Cell666818,-7480.390119814383,-5957.664602617875
Cell667022,4585.997179888653,38379.33237966619
Cell668132,13951.26186919768,-1639.6250416047692
Cell668369,12419.358854125305,-659.1751871395454
Cell668406,-2456.970341425905,29943.96341277475
Cell668519,-8413.541127138082,17694.875126605268
Cell668525,9630.952580499148,-10731.001312527247
Cell668821,5482.376543935374,33325.67852880844
Cell668869,-2130.7809253262812,-11623.210199464718
Cell669752,16605.05254884566,-2989.6407222789962
Cell669918,-1379.7549154768299,6387.794685628749
Cell669953,3111.062465134665,-13724.820599022167
Cell669954,4638.614963491982,-13270.8590601712
Cell670394,4444.702041950348,4041.995533720489
Cell670431,-8461.708617234133,-6568.697963394834
Cell671159,-1195.3717658651824,29273.843511083174
Cell671189,5036.164287776948,-6972.323280799145
Cell671281,5387.623309807684,-12313.040201451819
Cell671283,-2641.7140187429113,-9306.817674062037
Cell671513,8732.441423836644,35461.016893435626
Cell672116,-5875.378686323184,-8644.791134097244
Cell672117,7476.077939281952,-11377.360565930163
Cell672304,-4147.62160328467,2739.3051883845574
Cell672426,4737.084963312647,-13786.584412255139
Cell672565,5267.685500822069,-14411.015883907725
Cell672773,-3535.6090614755753,7342.845942221698
Cell672815,-13364.48457392869,-504.10965597758184
Cell672948,46.64883439888885,-13673.127347545736
Cell673202,-6048.513327630781,21769.974178778208
Cell673320,-2558.7364954468917,-10208.843307334893
Cell674065,-9302.067955848013,-8582.976558415396
Cell674095,-256.6513628679026,-5818.192124398276
Cell674306,8920.483327696451,-14224.231115033135
Cell674427,14653.036247817017,-6582.150042966237
Cell674474,4601.379062392733,195.60229680718132
Cell674550,-6247.026941679001,-6866.259086812441
Cell674689,-10886.873965678898,-3587.1648040439927
Cell674777,16660.270999279084,911.6561608685384
Cell675298,-15455.139161953064,-182.24800385933779
Cell675311,11305.719073690083,-15828.20145191878
Cell675653,6249.637017453596,-11915.251476192772
Cell675752,-8526.914535992599,-1354.9151173540301
Cell676665,-1091.3068691625203,27158.240772564342
Cell676675,8779.210383045,-8070.551608942519
Cell676812,5290.509903276132,-14838.577489600204
Cell676828,7175.020667747625,38342.179558963544
Cell677145,3031.0157419848674,38380.66222300136
Cell677334,-10292.931696119842,5234.544537400298
Cell677562,-365.75799029384785,-11049.649330074744
Cell677987,-14484.543827312224,-2722.4229266679845
Cell678229,2241.7575354278,-14311.417576708694
Cell678377,-280.27071017219447,-9621.849651921944
Cell678572,-10532.776621515002,-6058.736460418689
Cell678720,-10873.691913100805,-5226.826675011658
Cell679001,2547.9396680673376,-9935.851867377516
Cell679018,2528.192095180831,-13321.803450549192
Cell679224,18202.976874283337,-13353.7317847807
Cell679573,5292.489485882097,-12515.621552709055
Cell679726,9199.448919366201,-16041.210125513428
Cell679951,-12545.628025476335,-1976.6653462078596
Cell680351,-14007.492145884686,7869.7328722802395
Cell680698,152.07641588722947,-6994.897457971057
Cell681373,7857.4783628606565,1846.4808029783962
Cell681797,23783.519694458573,-5970.811398000031
Cell682337,-14258.17934269919,-2668.5625575296494
Cell682525,22621.759968893268,-5375.890726704738
Cell682567,-2985.6600947200786,7498.97109500715
Cell682913,6897.014718165145,39082.118765399384
Cell683678,1598.1160850708893,-11072.88758833323
Cell684177,-707.8779422173995,-11527.713496300548
Cell684201,7977.504274329325,-12327.181946577535
Cell684342,-1764.6408486270525,32285.971200168187
Cell684477,8478.381638512617,38117.31032581651
Cell684652,-1024.8014659830094,-5933.384644911043
Cell684879,5995.548335487185,-9743.155827720593
Cell685081,4238.249722865578,-12877.73761760733
Cell685297,-6287.83193761482,22302.95743761622
Cell686092,444.84246508081634,-6623.21012162365
Cell686259,1729.5814849068493,-6754.444600459934
Cell686496,-6797.790329155945,-7044.202331529997
Cell686536,9955.79686803444,-14735.950062702019
Cell686927,-7872.274398008936,20171.15686753787
Cell687190,-2220.7009531302187,-2529.4273412512225
Cell687856,-6623.421621370986,-8720.74968124769
Cell688158,-5061.890737722219,-4850.797369567992
Cell688801,9874.129007751026,-9756.408713151382
Cell689158,9879.565637011734,1209.912544964837
Cell689571,4460.073171245733,17936.966539184647
Cell690086,9124.838167414999,35620.6530055093
Cell690110,-2143.448963001642,-10413.702070992293
Cell690713,-1319.0281859859576,33120.41891599391
Cell690734,22157.10045860963,-12910.049479597683
Cell690783,-4917.793579464173,-9577.209251807873
Cell690924,-682.713481004967,-6081.524759148397
Cell691249,-7828.798271855857,-2427.5445330518482
Cell691289,19933.644433427267,-13030.077594248993
Cell691428,4255.6257001817685,37818.63547540487
Cell691813,8519.690718786745,38754.734004315666
Cell691974,-12503.88051268444,5920.121899355613
Cell692140,-1043.552083655209,-5672.814004104202
Cell692329,2948.6306386642514,-11223.331729013387
Cell693063,8140.312020954648,-10488.308318299429
Cell693389,9973.28779631128,35285.016132034485
Cell693461,3588.216922121471,37698.185960191484
Cell693503,-9232.421074014912,17813.57169061331
Cell693890,19203.30495754332,-11271.245936777845
Cell693990,9784.40721434973,36686.32067379068
Cell694112,-3144.5665575072944,-10422.293947674803
Cell694619,8635.834671223287,-11321.475558101145
Cell694675,-6956.910170218926,-8301.717012361321
Cell694918,-6161.322158811644,8545.359751672842
Cell694995,7800.928490590843,-12413.708616902059
Cell695058,-5964.718514667855,7987.215604166955
Cell695071,-9793.392325564932,3909.144936666531
Cell695152,22782.24934996259,-13463.762824020785
Cell695958,3866.4777506791156,-14724.574073518177
Cell696211,9026.91756661383,37928.400542736155
Cell696401,-8284.029767784454,-11380.571081347454
Cell696814,1209.2193033391572,35762.346846096574
Cell697036,-4120.257030518666,23708.852164692467
Cell697189,8451.457550729634,37492.32612550413
Cell697376,13699.617250328552,-10989.21909892363
Cell697786,13126.692302672522,-16544.068718872553
Cell698796,-1039.519407788861,-9866.759720493681
Cell698912,16718.195468710594,-11082.265923265575
Cell699233,6677.227212097479,-12413.99380185921
Cell699895,8680.495013193618,34407.966024653426
Cell700200,26077.837281080625,-7734.498785547202
Cell700624,-7571.778220567068,-10815.316592628433
Cell700626,-918.5554462976438,-7190.76273162138
Cell700737,19466.71384761881,-13150.479986664584
Cell700790,4845.779525947488,-13699.268298226714
Cell701274,21469.645347786864,-9614.57568435014
Cell702062,-1329.4872738779695,-3904.602673027411
Cell702627,16448.711720450905,-3391.051859264533
Cell703197,760.1564803096622,2666.784811139697
Cell703272,26025.595288183093,-8136.599543729604
Cell703488,-4230.246954987883,-7711.502819231216
Cell704177,13771.713483741622,-2590.7111004370577
Cell704201,26070.922026106346,-7816.150424670037
Cell704283,-13849.971361888112,8937.436529278913
Cell704363,17417.555455342812,1707.2755924544663
Cell704368,-162.95874538864263,-4788.336057557937
Cell704738,1084.37386689975,35323.59275161418
Cell704974,15616.937149302754,454.776183121834
Cell705774,14752.89178511952,2083.279115298563
Cell705806,24420.53412406426,-6319.228976485621
Cell706153,20259.94412398229,-10136.90214622145
Cell706174,-353.9114582088323,35013.33205350262
Cell706372,8488.359654075692,34930.745657959844
Cell706443,16093.98296269685,-14361.734816033013
Cell706964,-14609.832464373732,-2154.8028396005384
Cell707456,-14555.711791823822,584.7577396276403
Cell707467,13228.72284272177,-15103.46835773715
Cell707558,-737.3318635102224,-12029.4838561528
Cell708193,9531.2965277284,37249.67530813193
Cell708295,-13674.477899875319,3028.024184676194
Cell708450,-8701.072274994458,-6631.198560507272
Cell708704,3764.958027568267,6091.2810998352315
Cell708765,-1014.9220170876508,-9037.538672458182
Cell708816,9038.141353541312,-11343.451978296183
Cell709288,-4853.397720571426,-6779.546664226449
Cell709289,16440.900888873108,2604.4892970055707
Cell709400,15769.552030256269,-9447.09991238449
Cell709468,-9175.170201875379,4254.790794087391
Cell710155,2451.3400502682166,37694.30124514163
Cell710182,17459.199578679363,-5223.88246088387
Cell710941,-10949.062016984275,-4260.223070297788
Cell710986,7562.483808726199,1102.8564803641984
Cell711074,4273.597942882722,579.9153216280457
Cell711107,6089.778289802414,-13522.764242054924
Cell711276,10303.677570299416,-9188.818536852292
Cell711744,10922.622044630521,-13351.144486369
Cell711801,-10880.806377425468,-7625.16636204811
Cell711820,10254.772767111395,-15599.79658875601
Cell712157,762.2542092379974,4764.033609483858
Cell712800,15213.756618108184,4642.398826251005
Cell712816,6234.892589906812,34559.48176048352
Cell713184,-12545.216313203951,-681.6731712519164
Cell713538,-9534.204120818342,4849.3892594464305
Cell713861,578.5852457165233,-8940.550066518641
Cell714196,2545.479921841252,-13711.106149223986
Cell714228,2531.579479010088,-13853.801090047073
Cell714456,-8160.503448446495,-8396.001191222122
Cell715147,903.6008589838924,29840.943400505806
Cell715595,2221.5565813992444,21954.94454664706
Cell715735,-3377.7709274078043,24898.637516113253
Cell715801,5572.183592586693,38169.819908884645
Cell717141,11380.552993140675,-3961.2454576245727
Cell717521,10676.956228168683,-15027.03053264257
Cell717625,-9325.01628657116,16332.5334834998
Cell718208,19384.114153310376,-13067.97486246303
Cell718392,-12075.635388756147,-6798.964930343603
Cell718778,15506.577327436547,-10069.698336155683
Cell718999,13563.817371667978,-14947.557477785742
Cell719102,8640.341769317909,607.8202049845436
Cell719436,-3959.8034900676234,-12220.809512184953
Cell719558,17020.301551979832,-14320.395087012583
Cell719567,2640.679008910639,30228.854018948492
Cell719768,-1509.657629463968,27582.433181908855
Cell720761,-9396.317652670672,-8751.161152080329
Cell720916,1345.3678492240854,30081.161700618806
Cell721305,16571.419222086675,-4696.456149009116
Cell721328,-9655.827121895842,-8994.658081494717
Cell721406,8237.542284924948,34746.309184321115
Cell721871,-2063.5254743108576,-1284.505162313599
Cell721932,-7508.692035683816,-8244.471090628918
Cell722047,4147.975825832451,-10771.133899603165
Cell722172,-373.9796512496606,-10230.89369169432
Cell722480,-11119.506473450496,14048.786256381989
Cell722519,-2483.2885819943613,-4221.3049638261755
Cell722680,10172.004203956834,35928.90990989949
Cell723072,-12222.497522447296,9289.972963052447
Cell723413,14839.001760085413,-15183.721389146012
Cell723891,-4441.164678273253,23757.286120038832
Cell724412,8334.003611958411,-14217.694482931887
Cell724414,-10482.359605507954,-3241.4262500149093
Cell724668,15921.444283806166,-3993.329192307555
Cell724808,5382.732840189651,-7375.186614323384
Cell724893,-9280.495340830128,14277.839120224482
Cell724905,18367.60851721287,-12004.19529380326
Cell724948,12186.172610045103,-15107.707137375291
Cell724953,-11208.795954812502,-3823.3806663533737
Cell725021,3830.0222518568553,-12564.7045714077
Cell725428,9016.448701595249,38278.902618561035
Cell725622,-9889.20641706623,503.38080408316705
Cell725688,14612.445586037478,2055.578131514357
Cell727076,-5113.723601384814,-10870.439390566053
Cell727254,1964.4602568883654,5213.220398399521
Cell727598,22.284174120127002,-5046.6557017370405
Cell727723,5328.843728484767,-2744.300659239303
Cell728215,-14736.115369963769,-66.69825697360203
Cell729500,-8787.483914149268,16565.976757998265
Cell729950,1277.5511895577936,-13659.491449569117
Cell730109,1805.6282656701487,-7345.868570042627
Cell730200,18075.861800892297,-11028.278975908313
Cell730238,3597.0753449530794,-4821.89678571189
Cell730451,9727.706762626505,-4390.851176337896
Cell731780,14564.68957215599,-10859.084186672504
Cell731863,-9656.779766449505,16558.995843686305
Cell731879,8651.348519945814,34603.867427052886
Cell732024,-2861.12121348242,7478.894726626759
Cell732181,8782.15679046373,-15352.140985201999
Cell732222,6108.440552179139,3048.631883422089
Cell732290,19061.622295487316,-12779.911195177869
Cell733162,7431.572011566566,-8724.538797933297
Cell733314,11830.572893576116,3176.409296209847
Cell733356,7166.281725545178,1791.4377488398206
Cell733371,7430.1382363247085,-15578.850226192344
Cell733739,1931.3132273696972,2119.64126299432
Cell733920,-14784.946891065743,-2253.9946028171694
Cell734644,10492.110577955567,-16700.535951991253
Cell735141,-10677.532312850983,-1992.6232877850553
Cell735257,-9518.032739048496,-3642.575760623791
Cell735611,-757.0538546979697,-10950.624589790494
Cell735624,103.16077968475297,29280.462302677097
Cell735684,-3051.5501075394395,-5861.898911928188
Cell736094,10023.438088718545,2945.294010031092
Cell736165,4741.0830162035,16236.661613749584
Cell736924,-8203.546249726405,-10475.283241597517
Cell737157,3738.9238030619144,37665.60909284715
Cell737342,-14298.187735263116,-3178.5040524031183
Cell737435,24558.425702630844,-7540.3391237937
Cell737565,24640.44639809421,-7880.706182604799
Cell737988,699.8268751727131,24725.24353986448
Cell738022,9272.719158565453,-13078.178897213314
Cell738179,-5735.4848615531455,-6918.413216898083
Cell738692,4957.315942106566,-9656.487574517914
Cell739047,-8931.467359003776,-3025.865644865131
Cell739276,-8256.198170783919,-7680.5726343198485
Cell739509,-217.95438377650348,-8108.645381405951
Cell739591,-10720.426083579336,-3206.7815280186455
Cell739818,10802.700593875279,-15927.88621397361
Cell740377,18454.79742061025,-12402.05079254481
Cell740915,1435.3599374821042,-7600.832850168629
Cell741033,-15070.306866813935,5915.08428676966
Cell741158,-217.8746641166665,4541.848025430952
Cell741295,18386.742231237953,1203.4759863086192
Cell741432,20539.99104677233,-14236.006801750564
Cell741648,-5280.56215536643,5691.844273083088
Cell742391,-15129.736471520782,6052.475121184169
Cell742642,-1096.9048273092428,32411.518476047175
Cell742984,-14945.838986911227,-2303.62463494827
Cell743124,-3579.5903157970492,-7481.420700288357
Cell743641,-4045.759778771082,7418.730706823517
Cell743760,8046.605417386328,34733.64822800429
Cell743812,290.99121246304753,36085.34709196837
Cell743995,-8010.33595555843,-4678.687386092755
Cell744041,19378.838350777187,-13864.002096367203
Cell744094,-9798.73247304748,-10197.175986185992
Cell744193,4332.255867415838,5370.591438007198
Cell744777,9339.199862226269,35797.114545161
Cell744943,-11478.816540794318,-5360.8030761121145
Cell745164,-1628.3488558762972,29750.64311953587
Cell745412,-8385.712088724755,-5287.657328363499
Cell745444,3482.7086411234563,32044.48328832964
Cell745514,14408.246032680358,-3111.740393573187
Cell745966,-5648.740572088269,-10470.588553593268
Cell745999,-8241.07645970075,9659.51094945634
Cell746071,2271.5175727692945,6921.413294957919
Cell746138,-10468.23026564635,-3074.805568278243
Cell747278,9065.243754831987,-10896.997803537175
Cell747493,-1321.150863297787,33244.50437462925
Cell748398,22466.929892819713,-12502.464479941904
Cell748433,-3746.341796769634,-1401.620396142846
Cell748501,-4140.740474820373,-13185.677711548347
Cell748829,511.18553083406897,-12059.203270408912
Cell749045,-9177.420110832261,-9972.22748692559
Cell750569,-13211.015041000523,11023.54709251999
Cell750655,-599.6885644539426,6872.6135035557945
Cell750660,6903.384106210798,-15090.948793739157
Cell750786,-3224.816669365184,-5698.650467225794
Cell751144,6578.105409725988,-8941.734547719168
Cell751167,5127.695623648542,-15418.308535302327
Cell751314,-5011.769163029006,-4123.642507944407
Cell751339,-7130.345102107548,-7482.825977160321
Cell752228,11270.84374133327,-15546.993693566239
Cell752504,-996.055409728664,-5973.415281492609
Cell753030,21092.537085817807,-5497.965936335305
Cell753079,-177.70996753147693,28634.973387426726
